SMILES,Kow,Kowwin,Wildman-Crippen LogP,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-prediction,LogP model (ALogP)-prediction
NC(=O)Nc1cccc(OCC(=O)O)c1,0.26,0.04,0.6405999999999998,0.04,0.55,0.39
CCOC(=O)C(C(=O)OCC)=C(C(=O)OCC)C(=O)OCC,2.63,2.37,0.5353999999999997,5.44,1.13,1.52
COc1cc(C=C[N+](=O)[O-])ccc1O,1.88,1.29,1.6482,1.55,1.39,1.53
CC(C)Nc1nc(N)nc(Cl)n1,1.51,1.78,0.9275,1.78,1.53,1.67
COc1cccc(OC)n1,2.3,1.88,1.0987999999999998,1.88,0.83,1.72
COc1ccc2nc(N)[nH]c2c1,0.57,0.96,1.1537,0.4,0.98,1.12
CCOC(=O)NNc1ccccc1,1.22,1.88,1.7595999999999998,1.88,2.33,1.84
O=[N+]([O-])c1ccc(C=NO)o1,0.3,0.55,0.9959,1.14,-0.12,0.57
O=C(NCCO)c1cccnc1,-0.11,-0.96,-0.1963000000000003,-0.96,-0.41,-0.65
CCC1(CCC(C)C)C(=O)NC(=O)N(C)C1=O,2.45,2.22,1.5272,2.4,1.44,2.11
O=c1cncc[nH]1,-1.49,-0.66,-0.2301000000000001,-1.02,-1.25,-1.35
O=C(O)c1ccc(Cl)cc1[N+](=O)[O-],2.08,1.99,1.9464,2.34,2.15,1.99
O=C(O)C=Cc1ccc([N+](=O)[O-])o1,0.68,1.26,1.2856,1.26,0.52,1.32
O=C(NCO)c1ccccc1,0.4,-0.26,0.3662000000000001,-0.26,1.6,0.48
Nc1cc([N+](=O)[O-])ccc1Cl,2.23,2.12,1.8304,1.54,1.88,1.64
Cc1ccc2nc(N)[nH]c2c1,1.11,1.42,1.4535199999999997,0.86,1.52,1.63
CCCCOC(=O)C(N)Cc1ccc(O)cc1,1.8,2.02,1.6053000000000002,1.8,1.85,2.27
CC1=CC(=O)C=C(Br)C1=O,1.21,1.19,1.3633,0.61,0.72,1.31
OCCc1cccnc1,0.12,0.38,0.6164,0.38,0.32,0.4
CCC[n+]1cccc2ccccc21.[Br-],-2.52,-2.25,-0.4586999999999988,,,
Nc1ccc2nccnc2c1,0.9,0.2,1.212,0.2,0.3,0.55
CN(C)CCc1ccccn1,1.12,0.69,1.1857,1.05,0.97,1.22
CCCCCCCC(=O)NN,1.0,1.42,1.3368,0.29,1.63,1.62
NC(=O)c1ccc(S(N)(=O)=O)cc1,-0.83,-0.88,-0.5670999999999999,-0.88,0.18,-0.34
NC(=O)Nc1ccc(C(=O)O)cc1,0.73,0.59,0.8754000000000004,0.59,1,0.34
CSc1ccccc1NC(C)=O,1.53,1.14,2.3669,1.65,2.21,1.49
CC(=O)Nc1ccc(Oc2ccccc2)cc1,3.13,3.16,3.4373000000000014,3.16,2.81,2.51
CC(=O)Nc1cccc(OC(C)=O)c1,1.03,0.7,1.5703,0.7,1.6,0.72
O=C(c1ccncc1)c1ccc(Cl)cc1,2.61,2.6,2.966000000000001,3.01,2.05,2.84
N#Cc1ccc(NC=O)cc1,1.08,1.23,1.1265799999999997,1.6,1.11,0.88
O=C(O)COc1ccccc1O,0.85,0.59,0.8555999999999999,0.85,0.66,1.22
[Br-].c1ccc(CC[n+]2ccccc2)cc1,-2.35,-2.37,-0.7791999999999981,,,
NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,0.64,0.19,0.2422000000000002,0.19,0.75,0.55
NC(=O)OCCc1ccccc1,1.5,1.69,1.3244,1.69,2.06,1.72
CCOC(=O)C(=Cc1cccc([N+](=O)[O-])c1)C(=O)OCC,2.71,2.75,2.1044,2.75,2.46,2.56
CNS(=O)(=O)c1ccc(Cl)cc1,1.92,1.48,1.2480999999999998,1.48,1.79,1.92
CC(C)c1ccc(S(N)(=O)=O)cc1,1.84,1.83,1.4574,1.83,1.84,1.85
CC(=O)Nc1c(C)cc(O)cc1C,0.31,0.24,1.96744,-0.11,1.68,1.66
CC(=O)Nc1cccc(OCC(=O)O)c1,0.48,0.43,1.1083999999999998,0.43,0.81,0.6
Cn1cnc([N+](=O)[O-])c1S(N)(=O)=O,-0.74,-1.2,-1.0242999999999998,-1.2,-0.64,-0.69
Nc1cccc2c1Cc1ccccc1-2,3.18,3.1,2.8400000000000016,3.33,3.4,2.75
Nc1cc([N+](=O)[O-])cc(Cl)c1O,1.53,1.64,1.536,1.06,1.36,1.37
CNC(=O)C(Cc1ccc(O)cc1)NC(C)=O,-0.32,0.12,0.1853999999999994,0.3,0.71,0.31
Nc1ccc(C2CCCCC2)cc1,3.65,3.89,3.3165000000000022,3.89,2.99,3.27
O=P(N1CCCC1)(N1CCCC1)N1CCCC1,1.67,2.39,2.381900000000001,2.39,2.84,0.27
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,-3.53,-5.45,-1.3060000000000005,-4.55,-3.41,-4.24
[N-]=[N+]=Nc1ccc(C(=O)O)cc1,2.54,2.81,2.3266,2.23,0.99,0.26
Cc1csc(C=Cc2ccc([N+](=O)[O-])o2)n1,1.53,3.26,3.123120000000002,3.26,1.27,2.38
COc1ccc2c(c1)N=C(C)NS2(=O)=O,0.56,0.45,1.037,0.97,0.56,0.52
Clc1cccc(Oc2ccccc2)c1,4.75,4.69,4.1323000000000025,4.69,3.93,4.05
C=CCOc1ccccc1OCC(O)CNC(C)C,2.1,1.83,1.9891,2.35,1.83,2.23
Cc1cc(=O)oc2c1ccc1occc12,2.32,2.61,2.847620000000001,2.9,1.87,2.65
O=C1NC(=O)C(c2ccccc2)C1=O,2.26,2.21,-0.0043000000000001,0.22,0.18,0.4
Cn1c(=O)cnc2ccccc21,0.79,-0.18,0.9335,0.18,0.76,0.96
CC(=O)Nc1cnc2ccccc2n1,1.53,1.01,1.5881999999999996,1.08,0.84,0.95
NC(=O)c1cnc2ccccc2c1,1.06,0.89,1.3337,0.73,1.24,1.02
Clc1nc(-c2ccccc2)nc2ccccc12,4.47,3.52,3.9502000000000015,3.52,3.29,3.88
C=C(C)C1CC=C(C)C(=O)C1,2.71,3.07,2.4879000000000007,2.78,2.15,2.36
O=C(Nc1ccc(Cl)cc1)c1cc([N+](=O)[O-])ccc1O,2.54,4.34,3.206100000000001,3.76,2.73,2.91
O=C(Nc1ccc(Cl)cc1)c1cccc([N+](=O)[O-])c1O,2.16,4.34,3.206100000000001,3.76,2.73,2.91
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,0.29,0.56,0.1929999999999991,1.17,0.82,0.37
O=[N+]([O-])c1cn(CCN2CCOCC2)cn1,-0.38,-0.27,0.1234999999999997,-0.27,0.59,0.18
O=[N+]([O-])c1cncn1CCN1CCOCC1,0.07,-0.27,0.1234999999999999,-0.27,0.59,-0.23
CCN(CC)CC(=O)NC1CCc2ccccc21,2.74,2.45,2.1319,2.45,2.51,2.43
Clc1ccc(Cl)c(Cl)n1,2.77,2.74,3.0418000000000003,2.74,2.34,3.09
Oc1nc(Cl)c(Cl)cc1Cl,3.21,3.01,2.7474,2.26,2.13,3.15
CN(C)C(=O)c1ccccc1Cl,1.54,1.37,2.0418000000000003,2.06,2.52,1.91
CC(C)c1ccccc1[N+](=O)[O-],3.34,3.27,2.7182000000000013,3.27,2.8,2.92
COc1ccccc1-c1nc2ccccc2[nH]1,3.02,3.08,3.238500000000001,2.17,2.19,3.25
O=C(O)Cc1ccc(OCc2ccccc2)cc1,2.72,3.22,2.8927000000000014,3.22,2.93,3.04
Cc1cc(C)cc(C2C(=O)c3ccccc3C2=O)c1,4.02,3.91,3.4662400000000027,3.48,3.1,3.79
O=CC(O)C(O)C(O)C(O)C(=O)O,-2.57,-2.72,-3.2865,-3.68,-2.7,-2.48
Ic1ccc2ccccc2n1,3.04,3.31,2.8394000000000004,3.15,2.93,3.12
O=[N+]([O-])c1ccc(N2CCCCC2)cc1,3.26,3.35,2.5851000000000006,3.35,2.2,2.8
CC1=C(C(=O)Nc2ccccc2-c2ccccc2)SCCO1,2.54,2.69,4.287000000000003,2.85,2.79,2.93
COC(CN1CCCC1)c1ccccc1,1.88,2.27,2.469900000000001,2.05,2.12,2.26
CC1=C(C(=O)O)SCCO1,0.04,0.48,1.0659,0.08,0.04,0.23
CCCC(N)C(=O)O,-2.11,-2.01,0.1983999999999999,-2.01,0.16,0.38
[O-][n+]1cccc(O)c1,-0.61,-1.82,0.0256,1.08,0.01,2.12
O=[N+]([O-])c1cc2nc(C(F)(F)F)[nH]c2cc1Cl,3.21,2.66,3.1433,2.66,2.43,3.25
CC(C)(C)C(=O)Nc1ccccc1,1.99,2.46,2.6712000000000007,2.46,2.54,2.5
Nc1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1,2.85,2.58,2.864100000000001,2.58,2.87,2.93
COC(=O)C(=Cc1ccccc1)C(=O)OC,2.24,1.95,1.416,1.95,1.96,1.97
O=C1C=C(Nc2ccccc2)C(=O)c2ccccc21,2.84,3.27,3.061600000000001,3.04,2.22,2.89
c1ccc(Nc2ccccn2)cc1,2.75,2.74,2.8252000000000006,2.1,2.25,2.77
CC(=O)Oc1ccc(CC(N)C(=O)O)cc1,-1.33,-1.69,0.5663,-1.91,1.24,0.72
Nc1ccc2c(c1)Cc1cc(Br)ccc1-2,3.92,3.99,3.602500000000002,4.22,4.06,3.49
O=C(O)CCn1ccc2ccccc21,2.2,2.35,2.116,2.35,1.67,2.03
Cc1cc(Cl)c(Cl)cc1Cl,4.56,4.47,3.9552200000000015,4.47,4.37,4.31
Clc1cccc(N2CCNCC2)c1,2.11,2.19,1.7495999999999998,2.19,1.83,2.08
OCc1cc(Cl)cc(Cl)c1O,2.3,1.88,2.1913000000000005,1.88,2.17,2.29
CNC(=O)OC,-0.06,-0.04,-0.0277999999999999,-0.04,0.11,0.02
CC(=O)Nc1cn[nH]c1,-0.38,-0.83,0.3681,-0.83,-0.57,-0.61
O=NN1CCC(c2ccccc2)CC1,2.59,2.36,2.547400000000001,2.36,2.26,2.29
N#CCCN(CCO)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,4.0,3.87,4.375980000000003,3.64,2.54,4.36
CC(C)CC(NC(=O)C(N)CO)C(=O)O,-2.49,-0.32,-1.0784999999999996,-1.32,-0.53,-0.61
O=c1cc(-c2ccccc2)oc2cc(O)ccc12,3.62,3.03,3.1656000000000013,3.03,2.04,2.87
CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,0.79,0.53,1.3826999999999996,0.53,1.19,0.75
C1CCC2=NCCCN2CC1,1.38,2.7,1.6646,3.3,1.58,0.89
CCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,2.8,2.85,2.742500000000001,2.9,2.21,2.26
CCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,2.91,3.34,3.132600000000002,3.39,2.42,2.72
CCCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,3.62,3.83,3.522700000000002,3.88,2.62,3.18
CCCCCCCC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC21C,5.49,5.3,4.693000000000004,5.36,3.22,4.54
CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,1.36,19.6,15.879199999999962,23,8.75,18.11
c1cc2n(n1)CCN2,-0.25,0.12,0.3085999999999999,0.12,0.07,0.27
O=C1c2ccccc2C(=O)C1c1ccc(C(F)(F)F)cc1,3.78,3.78,3.8682000000000025,3.35,3.49,3.76
CC1CC(C)(C)CC(OOC(C)(C)C)(OOC(C)(C)C)C1,6.53,7.56,5.022300000000005,7.56,3.86,5.96
CC(=O)OCC1OC(n2ccc(N)nc2=O)C(OC(C)=O)C1OC(C)=O,-0.8,-0.88,-0.8505999999999987,-0.76,-0.06,-1.26
CCCCCCCCCCCc1ccccc1,8.14,7.45,5.759900000000005,7.45,5.42,6.88
CN(C)C(=O)C=Cc1ccc([N+](=O)[O-])o1,0.82,0.69,1.2892,0.69,0.77,1.13
CCNC(=O)C=Cc1ccc([N+](=O)[O-])o1,1.39,0.97,1.3371,0.97,0.77,1.27
O=[N+]([O-])c1ccc(C=Cc2ncc[nH]2)o1,1.32,1.78,2.0813,1.78,0.61,1.52
CCOC(=O)C(=Cc1ccccc1Cl)C(=O)OCC,3.15,3.58,2.849600000000001,3.58,3.02,3.33
CCOC(=O)C(=Cc1cccc(Cl)c1)C(=O)OCC,3.49,3.58,2.849600000000001,3.58,3.02,3.33
CCOC(=O)C(=Cc1ccccc1OC)C(=O)OCC,3.29,3.02,2.2048,3.02,2.23,2.65
CCOC(=O)C(=Cc1ccc(OC)cc1)C(=O)OCC,3.28,3.02,2.2048000000000005,3.02,2.23,2.65
COCc1ccc(COC)cc1,1.28,1.56,1.9794,1.56,1.66,1.44
CCOC(=O)C(=Cc1cccc(OC)c1)C(=O)OCC,3.18,3.02,2.2048,3.02,2.23,2.65
O=C1CN(Cc2ccccc2)C(=O)N1,0.76,0.78,0.7384000000000002,2.14,1.08,0.84
CC(=O)c1cccc(C(C)=O)c1,1.43,1.35,2.0918,1.35,1.49,1.31
CCCC(=O)NC(=O)C1CCC1,0.41,1.05,1.2294,1.05,1.04,1.49
CCOC(=O)C(=Cc1ccc(Cl)cc1)C(=O)OCC,3.96,3.58,2.849600000000001,3.58,3.02,3.33
Nc1ccc(S(=O)(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,2.14,1.53,1.9778,1.53,2.17,1.98
Clc1ccc(Oc2cccc(Cl)c2)cc1,5.13,5.34,4.785700000000002,5.34,4.47,4.72
Cn1cc2ccc([N+](=O)[O-])cc2n1,1.76,1.6,1.4814999999999998,1.6,1.53,1.71
Cn1ncc2ccc([N+](=O)[O-])cc21,1.95,1.6,1.4814999999999998,1.6,1.53,1.57
CN(C)CC(O)c1ccccc1,1.54,0.48,1.2816,0.48,1.66,1.39
N#Cc1cncc(Cl)n1,0.79,0.68,1.00168,0.13,-0.69,0.71
CC(=O)N(c1ccccc1)c1ccc(C)cc1,3.05,2.42,3.6796200000000026,4.33,3.63,3.22
COc1c2c(cc3c1-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC3)OCO2,1.6,2.49,2.5831,2.04,0.75,1.52
Cc1c(-c2ccccc2)no[n+]1[O-],2.17,1.99,1.28342,1.69,1.85,1.04
Cc1no[n+]([O-])c1-c1ccccc1,2.16,1.99,1.28342,1.69,1.85,1.04
Clc1ccc(Oc2ccccc2Cl)cc1,5.03,4.5,4.785700000000002,5.34,4.47,4.72
COc1cncc(N)n1,0.73,0.86,0.0674,0.42,-0.71,-0.16
O=C(O)CC(O)C(=O)O,-1.26,-1.68,-1.0934,-1.98,-1.14,-0.96
C#CCN(CC#C)CC#C,1.27,0.67,0.1880000000000001,1.47,2.24,3.9
Cc1ccc(-c2cc(=S)ss2)cc1,4.26,3.76,4.514510000000001,4.63,2.99,4.14
CCOC(=O)c1cnccn1,0.28,0.27,0.6533,0.27,-0.34,0.16
O=C(O)CC[Se]Cc1ccccc1,1.67,1.78,1.7838,2.78,2.39,2.15
CN(C)C(=S)NN,-0.3,-1.0,-0.7037999999999998,-2.13,-0.3,-0.22
CC(=O)NC(=O)C1CCC1,-0.4,0.07,0.4492,0.07,0.39,0.37
Cc1cc(N)ccc1Br,2.53,2.51,2.33972,2.51,2.62,2.32
Cc1cccc(C(=O)N(C)C)c1,1.6,1.28,1.69682,1.96,2.25,1.73
COc1c(Cl)c(Cl)cc(Cl)c1Cl,4.68,4.65,4.308800000000001,4.65,3.91,4.47
Cc1ccc(C(=O)N(C(C)C)C(C)C)cc1,2.5,3.09,3.2540200000000024,3.78,3.36,3.18
CCCCOC(=O)c1cccnc1,2.27,2.11,2.0385,2.11,1.43,1.86
O=C1CCC(=O)N1c1ccc(Cl)cc1,0.96,0.8,1.9934,1.28,1.63,1.65
O=C1NC(=O)C2(CC2)C(=O)N1,-0.53,-0.49,-0.8674000000000002,-1.33,-0.44,-0.54
Cn1cnc([N+](=O)[O-])c1S(=O)(=O)Oc1ccccc1,1.08,1.36,1.096,1.72,1.48,1.58
O=[N+]([O-])c1cccc2cc[nH]c12,2.63,1.87,2.0761,1.87,1.51,2.02
NS(=O)(=O)c1ccccc1Cl,0.74,1.01,0.9874000000000002,1.01,1.45,1.32
O=[N+]([O-])c1nc[nH]c1Br,0.85,0.77,1.0803999999999998,0.77,0.81,0.72
O=[N+]([O-])c1nc[nH]c1Cl,0.78,0.52,0.9712999999999998,0.52,0.6,0.61
CS(=O)(=O)Nc1cccc(NS(C)(=O)=O)c1,0.07,0.38,0.4295999999999998,0.38,0.47,0.67
CN(C)C(=O)Oc1ccccc1,1.56,1.58,1.747,1.58,2.33,1.8
Cc1cc(N=O)ccc1O,1.71,1.93,2.09852,1.93,1.13,2.3
CN(C)C(N)=S,-0.43,-0.63,-0.2083999999999995,-0.63,-0.27,0.27
CN(C)C(=O)c1cccnc1,-0.48,-0.46,0.7834,0.23,0.4,0.09
CC(=O)Nc1ccc(Cl)cc1Cl,2.18,1.83,2.9518000000000004,2.39,2.78,2.28
COc1cc(OC)c(OC)cc1Cc1cnc(N)nc1N,1.17,0.94,1.2575999999999994,1.46,0.86,1.54
COc1ccc(Cc2cnc(N)nc2N)c(OC)c1OC,1.52,0.73,1.2575999999999998,1.46,0.86,1.54
Nc1ncc(Cc2cc(Cl)c(Cl)cc2Cl)c(N)n1,3.79,3.15,3.192000000000001,3.15,3.17,3.59
COc1cc(C)c(Cc2cnc(N)nc2N)cc1OC,1.23,1.41,1.5574199999999996,1.93,1.61,2.05
CC12CCC(=O)C=C1C1(CC1)CC1C2CCC2(C)C1CCC21CCC(=O)O1,3.15,4.32,4.984200000000005,4.74,4.67,3.91
CNC(=O)Oc1ccccc1C1OCCO1,0.67,0.25,1.4502,0.51,1.34,1.29
CCOP(C)(=S)OCC,2.08,2.16,1.9987,2.82,0.59,1.09
Clc1ccc(Oc2ccccc2)cc1,4.7,4.69,4.1323000000000025,4.69,3.93,4.05
COc1cc2c(c3c1c(=O)c1ccccc1n3C)C=CC(C)(C)O2,3.67,3.98,3.8845000000000014,5.84,2.43,4.02
O=C1OC(Cc2ccccc2)c2ccccc21,3.12,2.84,3.1408000000000014,3.9,3.5,3.37
Clc1ccc(-c2ccc(Cl)cc2Cl)cc1,5.62,5.69,5.313800000000002,5.69,5.47,5.34
Nc1ccc(S(=O)(=O)c2ccccc2)cc1,1.76,1.69,2.1016,1.69,2.2,2.19
Nc1ncnc2c1ncn2C1C=CC(CO)O1,-0.5,-0.86,-0.1456,-1.56,0.16,-0.53
CCCCN(C)N=O,1.08,0.83,1.3997,0.83,0.97,1.42
COc1ccc(NC(C)=O)cc1Cl,1.81,1.83,2.3069999999999995,1.83,1.95,1.6
CN(N=O)C(=O)Oc1cccc2ccccc12,2.85,3.12,2.9518000000000013,3.12,2.98,3
Clc1cc2c(cc1Cl)-c1cc(Cl)c(Cl)cc1-2,6.14,6.34,5.947600000000001,6.33,5.91,5.69
NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)O,-3.31,-4.58,-4.505499999999997,-3.38,-2.98,-3.89
COC(=O)C(N)Cc1ccc(O)c(O)c1,-0.21,0.07,0.1405999999999995,-0.16,0.49,0.67
CCc1cssc1=S,2.67,2.48,3.101490000000001,3.36,1.58,2.81
Cc1csc(N=C(N)N)n1,1.24,1.87,0.3564200000000002,2.37,-0.16,0.07
CN(C)c1ccc(Cl)nn1,0.98,1.62,1.196,0.76,1.24,1.79
Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,2.57,2.33,2.755000000000001,2.33,2.73,2.85
Cc1cc(O)c([N+](=O)[O-])cc1Cl,2.93,3.1,2.262220000000001,2.52,2.21,2.61
CC(=O)Nc1ccc(C)c(Cl)c1,2.69,2.29,2.60682,2.29,2.52,2.1
CNC(=O)c1cccn1C,0.71,1.28,0.3846999999999999,0.64,0.16,0.63
Cc1cc2nccnc2cc1C,2.29,2.21,2.24664,2.21,1.49,2.27
O=C(Nc1ccccc1)c1ccc(C(=O)Nc2ccccc2)cc1,3.72,3.41,4.191200000000002,4.01,3.82,3.4
NCCN1CCCC1,0.08,-0.07,0.0408999999999997,-0.07,0.31,-0.05
CN(C)C(=O)Nc1ccc([N+](=O)[O-])cc1,1.51,1.78,1.6883,1.2,1.83,1.05
CN(C)C(=O)Nc1cccc([N+](=O)[O-])c1,1.46,1.78,1.6883,1.2,1.83,1.05
Cc1ccc(NC(=O)N(C)C)cc1,1.33,1.93,2.08852,1.93,2.22,1.64
COc1ccc(NC(=O)N(C)C)cc1,0.83,1.46,1.7886999999999995,1.46,1.68,1.14
CC(C)(C)C(=O)Nc1ccc(Cl)c(Cl)c1,3.88,3.75,3.9780000000000015,3.75,3.63,3.83
CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.54,2.06,1.1770000000000005,3.08,1.32,1.51
CN(C)N=Nc1ccc(C(=O)O)cc1,2.33,2.28,1.9451,2.64,1.73,1.82
S=C1CCCCCN1,0.75,1.0,1.4773999999999998,1,1.05,1.44
O=S(CCl)c1ccccc1,1.47,1.0,1.9905,0.68,2.1,1.7
O=S(=O)(CCl)c1ccccc1,1.24,1.14,1.6566,0.82,1.54,1.79
CCCCCCCCCCCCCCCCCC[n+]1ccccc1.[I-],3.68,3.78,4.239600000000002,,,
O=[N+]([O-])c1ccc2cccccc1-2,2.59,2.57,2.6996,2.99,2.54,2.63
CC(=O)c1ccc2cccccc1-2,2.87,2.66,2.994000000000001,2.85,2.47,2.48
O=Cc1ccc2cccccc1-2,2.64,2.44,2.6039000000000003,2.89,2.19,2.5
CCCCC(=O)OCC1OC(n2cc(F)c(=O)[nH]c2=O)CC1OC(=O)CCCC,2.72,2.35,1.7985999999999993,1.8,1.74,2.14
NCCCN1CCN(CCCN)CC1,-1.43,-1.35,-0.6983999999999977,-1.35,-0.02,-1.26
CCOc1cccc(OC(=O)NC)c1,1.75,1.74,1.8035,1.74,2.09,1.93
CN(C)N=Nc1ccccc1,2.59,2.4,2.2469,2.76,2.01,2.21
OCC1OC(Oc2ccccc2I)C(O)C(O)C1O,0.27,0.67,-0.5301000000000003,0.67,0.12,0.24
Cc1ccccc1OC1OC(CO)C(O)C(O)C1O,-0.16,0.05,-0.8262799999999999,0.05,-0.41,0.14
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=S,-0.07,0.08,-0.1449899999999999,-1.47,-0.31,-0.34
CC(=O)OC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC(C)=O)CC65O)C4)CC3OC(C)=O)CC2OC(C)=O)OC(C)C1OC(C)=O,3.46,3.42,5.072100000000008,3.76,2.74,3.7
CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,2.16,1.5,2.7889000000000017,0.15,1.31,2.19
CN(C)C(=O)Oc1ccc([N+](=O)[O-])cc1,1.5,1.4,1.6552,1.4,2.24,1.69
CCCCOc1ccc([N+](=O)[O-])cc1,3.5,3.36,2.7737000000000016,3.36,2.56,3.04
CC1CCCCN1N=O,0.71,1.14,1.5422,1.14,0.96,1.39
Cc1cnc2ccccc2n1,1.61,1.66,1.93822,1.66,1.18,1.58
O=C1CN(N=Cc2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,1.7,1.6,1.7405,2.6,1.24,1.87
Nc1ccccc1OC1OC(CO)C(O)C(O)C1O,-1.23,-1.41,-1.5525000000000009,-1.41,-1.18,-1.09
CCN=c1nc(Cl)[nH]c(=NC(C)CC)[nH]1,2.61,3.31,1.0109999999999997,3.45,1.68,2.72
CSc1nc(NC(C)C)nc(NC(C)C)n1,3.51,3.73,2.2341,3.14,2.49,3.2
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,3.83,4.09,4.104800000000003,4.09,3.62,4.07
COc1cccc(C(=O)N(C)C)c1,1.0,0.81,1.397,1.5,1.68,1.23
COc1ccc(C(=O)N(C)C)cc1,0.96,0.81,1.397,1.5,1.68,1.23
COc1ccccc1C(=O)N(C)C,0.71,0.81,1.397,1.5,1.68,1.23
CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,3.67,3.73,4.748600000000004,3.68,3.75,3.67
COc1cccnc1,0.99,0.89,1.0901999999999998,0.89,0.23,0.66
CCCCCCCCCC[n+]1ccccc1.[I-],0.11,-0.15,1.1187999999999998,,,
CN(C)C(=O)Oc1ccc(Cl)cc1,2.27,2.23,2.4004000000000003,2.23,2.9,2.46
CN(C)C(=O)Oc1ccccc1Br,2.17,2.21,2.509500000000001,2.47,3.05,2.55
Cc1ccccc1OC(=O)N(C)C,1.86,1.87,2.05542,2.13,2.63,2.29
Cc1cccc(OC(=O)N(C)C)c1,2.05,2.13,2.05542,2.13,2.63,2.29
Cc1ccc(OC(=O)N(C)C)cc1,2.03,2.13,2.05542,2.13,2.63,2.29
COc1cccc(OC(=O)N(C)C)c1,1.6,1.66,1.7556,1.66,2.09,1.78
COc1ccc(OC(=O)N(C)C)cc1,1.53,1.66,1.7556,1.66,2.09,1.78
CC(=O)CC(=O)C(C)(C)C,1.67,1.41,1.5807,0.06,1.14,1.07
Nc1ncc(Cc2ccccc2)c(N)n1,1.58,1.22,1.2317999999999996,1.22,1.82,1.59
CC(CC(=O)O)CC(=O)c1ccc(-c2ccccc2)cc1,3.82,4.09,4.037200000000003,4.09,3.32,3.62
O=C(NO)Nc1ccccc1,0.41,0.58,1.1973,0.58,1.27,0.38
COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.48,1.51,2.568600000000001,1.58,0.88,1.47
Cc1ccc(Cl)c(Cl)c1Cl,4.56,4.47,3.9552200000000006,4.47,4.37,4.31
CNC(=O)Oc1ccccc1[N+](=O)[O-],1.02,0.73,1.313,0.99,1.92,1.49
CC(=O)NC(Cc1ccccc1)C(N)=O,-0.04,0.13,0.2190999999999999,-0.39,0.95,0.37
COc1ccc(C(c2ccc(OC)cc2)C(Cl)Cl)cc1,4.47,4.75,4.639400000000004,5.26,4.04,4.38
CC(C)C1C(=O)NC(=O)NC1=O,-0.02,0.08,-0.3754000000000001,0.27,-0.08,0.12
O=C1CCC(=O)N1c1ccccc1Cl,0.56,0.48,1.9934,1.28,1.63,1.65
CCNC(=O)c1ccc(OC)cc1,1.14,1.78,1.4449,1.78,1.68,1.37
NCc1ccc([N+](=O)[O-])cc1,1.06,0.89,1.0535,0.89,1.34,0.83
Cc1ncc(NS(=O)(=O)c2ccc(N)cc2)c(C)n1,0.59,0.76,1.47644,1.61,0.65,0.58
NC(=S)NN=Cc1cccc(O)c1,1.61,1.5,0.5593000000000001,-0.11,0.71,1.31
O=C(O)CCN1C(=O)C=CC1=O,0.04,-0.17,-0.6139000000000001,-1.59,-0.58,-0.48
NC(Cc1ccc(Cl)cc1)C(=O)O,-0.47,-0.64,1.2944000000000002,-0.86,1.82,1.62
CCC(=O)CC(=O)CC,1.12,1.03,1.3347,-0.32,0.81,0.86
CCN(O)C(N)=O,-0.1,-0.04,-0.2237999999999999,-0.98,-0.29,-0.84
CN(O)C(N)=O,-0.46,-0.53,-0.6138999999999997,-1.47,-0.81,-1.19
