SMILES,Kow,Kowwin,Wildman-Crippen LogP,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-prediction,LogP model (ALogP)-prediction
COc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,3.64,4.58,3.5336000000000007,4.58,3.04,3.72
O=C(O)c1cccc2cccc(C(=O)O)c12,1.98,2.93,2.2362,2.93,2.41,1.95
CC(OCc1cn(C)c(C=NO)n1)C(C)(C)C,2.53,3.48,2.1794,2.62,0.63,1.73
CCC(C)NC(=O)C(=Cc1ccccc1)Cc1ccccc1,3.99,4.94,4.227400000000003,4.94,4.21,4.69
CCCCCCOC(=O)Oc1cccc(C2(C(=O)CC)CCN(C)CC2)c1,3.38,4.33,4.724800000000004,3.65,3.96,5.15
CNC(=NC#N)Nc1cccc(-c2csc(N=C(N)N)n2)c1,1.6,2.56,1.18338,1.12,1.18,1.15
O=C(O)C(Cc1ccc(F)cc1)n1cccc1,2.04,3.01,2.4956000000000005,2.64,2.23,2.94
CCCNc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,4.09,5.07,4.3469000000000015,5.07,3.57,4.45
C=C1CCC2C(C1)c1c(OC)cc(CCC)cc1OC2(C)C,6.26,7.26,5.258600000000006,7.6,4,5.48
CC1(C)COC(Cn2cncn2)(c2ccc(-n3ccnc3)cc2Cl)OC1,2.26,3.27,3.043200000000001,3.27,3.14,2.36
Cn1c([N+](=O)[O-])cnc1COc1ccc(Cl)cc1,1.8,2.86,2.5607000000000006,2.86,2.1,2.58
O=C(CCCN1CCC(C(O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,4.42,5.48,5.297600000000005,5.48,4.1,5.21
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCC(C)(C)N)C(C)C,3.8,4.86,4.689500000000006,4.64,2.33,4.62
Nc1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,2.47,3.54,3.1072,3.54,2.75,2.99
Cc1cc(O)cc(Br)c1O,1.38,2.47,2.16872,2.47,2.01,2.53
CCOC(=O)Cn1ccnc1C=Cc1ccc([N+](=O)[O-])o1,1.27,2.36,2.1178,2.36,0.98,2
C=CCn1cccn1,0.35,1.45,1.0691,1.45,0.78,1.1
O=C(O)CCCCCNCCc1ccccc1,-1.3,-0.18,2.4637,-0.18,2.66,2.63
O=[N+]([O-])c1nccn1CCN1CCCCC1,0.36,1.48,1.2771999999999997,1.48,1.65,1.42
CCOC(CC)(OCC)OCC,1.97,3.1,2.1597,3.1,2.09,2.58
CC(C)(C)c1ccc2c(c1)OCCOCCOCCOCCOCCO2,1.71,2.85,2.8217000000000017,2.85,1.02,2.49
C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(OC(=O)CCCC(=O)OC3C4C(=C)C(=O)OC4CC(C)C4C=CC(=O)C43C)C12,1.37,2.54,3.7783000000000033,4.76,3.32,3.86
CC1CCCC(C)C1NC(=O)N(CCCl)N=O,2.57,3.8,2.742900000000001,3.8,2.35,3.03
C#CCCOCn1ccnc1C=NO,0.67,1.91,0.6885999999999999,0.77,0.34,1.02
CN(CCCn1ccnc1C=NO)S(=O)(=O)C(F)(F)F,1.77,3.08,0.8627,2.21,-0.28,1.55
CC1CC(C(=O)O)=C(C(=O)O)C(C)C1,1.53,2.85,1.5182,2.85,1.25,1.93
CC1=NCCC1,1.87,3.22,1.2411,3.22,0.67,0.27
CCC1COC(Cn2cncn2)(c2ccc(NC(=O)C(F)(F)F)cc2)O1,1.08,2.51,2.4573,3.78,2.54,2.22
[O-][n+]1nc2ccccc2c2ccccc21,2.24,3.77,2.0214,3.05,2.8,4.27
CCC1(CC)OCC(c2ccc(NC(=O)N(C)C)cc2C)CO1,2.76,4.31,3.735220000000002,4.31,2.74,2.5
ClC(Cl)(Cl)c1nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n1,3.75,5.51,5.3517,5.51,3.82,4.85
Nc1n[n+]([O-])c2cc(OCC(O)CO)ccc2[n+]1[O-],-1.1,-1.27,-2.184199999999999,0.01,0.6,2.45
CC(C)(C)n1ccnc1C=NO,0.85,2.79,1.4462,1.93,0.23,0.58
CCCCC(NC(Cc1ccccc1)C(=O)N1CCC(OCOC)CC1)C(=O)NC(CC1CCCCC1)C(O)CC(C(=O)NCCC[N+]1([O-])CCOCC1)C(C)C,3.6,4.0,4.687100000000007,5.38,-1.55,4.72
Cc1cc(OCCN(C)C)c(C(C)C)cc1OS(=O)(=O)C12CCC(CC1=O)C2(C)C,4.37,6.4,3.9152200000000033,4.49,2.78,4.3
CSCCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,0.76,0.75,0.6909000000000001,0.75,2.09,0.65
CCCCCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,3.23,3.22,2.9998000000000014,2.56,2.57,3.57
CC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(N)=O,0.47,0.46,0.0996000000000046,0.74,0.5,0.58
CCOC(=O)Cc1ccc(O)c2ncccc12,2.26,2.24,2.046,2.08,1.69,1.99
O=[N+]([O-])C=C1NCCN1Cc1ccc(Cl)nc1,-0.19,-0.21,1.2157999999999995,0.75,0.96,1.17
CC(C)(C)N(NC(=O)c1ccccc1F)C(=O)c1ccccc1Cl,2.63,2.6,4.064800000000004,3.33,4.74,3.88
CCC(=O)C(CS(=O)(=O)c1ccccc1)c1ccc(C)cc1,2.7,2.66,3.531620000000003,2.66,3.11,3.69
CC(C)NC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.43,2.39,2.858900000000001,1.64,2.68,2.44
COC(=O)c1cnc(Cl)cn1,0.47,0.42,0.9166,0.42,-0.07,0.69
CCNc1nc(SC)nc(C(Cl)(Cl)Cl)n1,3.87,3.82,2.852000000000001,3.23,2.46,3.36
CCN1C(=O)C(=O)c2c(Cl)cccc2C1=O,1.43,1.38,1.525,0.29,1.41,1.76
O=[N+]([O-])C=C1SCCN1Cc1ccc(Cl)nc1,0.65,0.59,2.3594,0.54,1.32,2.18
CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.54,1.48,2.0803,0.73,2.26,1.72
OCCOc1ccccc1Cl,1.81,1.74,1.7110999999999998,1.74,1.9,1.94
Cc1ncnc2c1ncn2C1CCC(CO)O1,-0.12,-0.19,0.8046199999999999,-0.74,0.62,-0.12
CSc1nc(Nc2ccc(Cl)cc2)nc(C(Cl)(Cl)Cl)n1,5.71,5.64,4.8172000000000015,5.05,3.84,5.38
CC(C)CCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.93,3.86,3.886700000000003,3.11,3.29,3.75
CCN1C(=O)C(=O)c2c(OC)cccc2C1=O,0.9,0.82,0.8802000000000001,-0.27,0.63,1.08
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)CNC(=O)c3ccccc3)C(C)=C1C2(C)C,1.75,1.67,1.9944000000000013,1.15,1.54,1.52
CC(O)COc1ccccc1,1.61,1.52,1.4462,1.52,1.63,1.65
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccc(C)cc1,3.3,3.21,3.840040000000003,3.21,3.34,4.18
Cc1ccc(Cl)c(C)c1,3.83,3.73,2.956840000000001,3.73,3.53,3.47
CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.07,1.97,2.4704,1.22,2.47,2.07
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc1ccccc1,3.28,3.18,3.6507000000000014,2.44,3.24,3.3
Cc1cccc(OCCO)c1,1.76,1.65,1.3661199999999998,1.65,1.63,1.76
CCN1C(=O)C(=O)c2cccc(OC)c2C1=O,0.94,0.82,0.8802000000000001,-0.27,0.63,1.08
COCCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,0.01,-0.11,-0.0257000000000004,-0.11,1.35,-0.09
CSCCC(NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,0.42,0.3,0.4570000000000004,0.18,1.03,0.35
Clc1ccc(Sc2nc(C(Cl)(Cl)Cl)nc(C(Cl)(Cl)Cl)n2)cc1,6.67,6.55,6.329600000000001,6.07,4.56,6.52
CCN1C(=O)C(=O)c2c(C#N)cccc2C1=O,0.41,0.28,0.7432800000000002,-0.81,0.28,0.98
CCC(=O)C(CS(=O)(=O)c1ccc(C)cc1)c1ccc(Cl)cc1,3.43,3.3,4.185020000000003,3.3,3.61,4.36
CCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.59,2.46,2.860500000000001,1.71,2.68,2.59
CC(C)CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.01,2.88,3.1065000000000014,2.13,2.89,2.91
CCCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,1.89,1.75,1.8294999999999992,1.09,1.91,2.2
Cc1cc(C)cc(Cl)c1,3.88,3.73,2.956840000000001,3.73,3.53,3.47
CN(C)N=Nc1cccc(C(N)=O)c1,1.3,1.15,1.3458,1.5,1.32,1.22
CSCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,0.41,0.26,0.3008000000000002,0.26,1.78,0.59
CCC(C)C(NC(=O)C(CCCN)NC(C)=O)C(=O)NC(C(N)=O)C(C)C,-0.43,-0.58,-0.612999999999996,-0.08,-0.16,-0.27
CC(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(C)(C)C,-0.67,-0.82,-0.7199999999999964,0.38,-0.4,-1.07
CCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.1,2.95,3.250600000000002,2.2,2.89,3.05
COC(=O)CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1.69,1.52,1.6234999999999993,0.27,1.88,1.64
O=C(NCCCO)C(F)(F)Cn1cnc([N+](=O)[O-])n1,-0.63,-0.81,-0.6798000000000008,-0.81,1.04,-0.5
CC(=O)NC(CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(=N)N)C(N)=O,-0.12,-0.3,-0.5019299999999949,-0.02,0.4,0.1
O=[N+]([O-])c1ncn(CC(F)(F)CO)n1,-0.21,-0.4,-0.1861000000000001,-0.4,1.21,0.16
CN1C(=O)CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc21,2.56,2.36,3.062000000000001,3.64,2.87,3.37
CCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.64,3.44,3.6407000000000025,2.69,3.09,3.5
CCC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,1.47,1.26,1.4393999999999998,0.6,1.68,1.75
CC(=O)OCC(O)Cn1ccnc1[N+](=O)[O-],-0.37,-0.59,-0.2847000000000004,-0.59,0.25,-0.31
CSCCC(NC(C)=O)C(=O)NC(C(N)=O)C(C)C,-0.28,-0.5,-0.1296999999999982,-0.4,0.25,-0.36
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(C)O)C(C)=C1C2(C)C,1.52,1.3,1.5842999999999985,0.78,1.33,1.01
Oc1ccc(O)c2ncccc12,1.42,1.18,1.6459999999999997,1.02,0.89,1.48
OCCOc1ccc(Cl)cc1,1.99,1.74,1.7110999999999998,1.74,1.9,1.94
CC(O)COc1ccc(Cl)cc1,2.41,2.16,2.0996,2.16,2.2,2.32
O=Cc1ccc(O)c2ncccc12,1.63,1.38,1.7529,1.22,0.84,1.51
CCOC(=O)c1cccc2c1C(=O)C(=O)N(CC)C2=O,1.31,1.06,1.0483000000000002,-0.03,1.12,1.3
CC(=O)OC(C(=O)NC1C(=O)N2C(C(=O)O)=C(C)CSC12)c1ccccc1,1.02,0.77,1.0492999999999992,0.11,1.45,1.08
OCc1ccc(O)c2ncccc12,1.0,0.74,1.4327,0.58,0.92,1.14
COCC(Cn1ccnc1[N+](=O)[O-])OC,0.06,-0.2,0.4527000000000001,-0.2,0.27,0.13
COCCCNC(=S)C(F)(F)Cn1cnc([N+](=O)[O-])n1,1.1,0.84,0.7751000000000001,-0.41,1.68,0.81
COCC(F)Cn1cnc([N+](=O)[O-])n1,-0.04,-0.31,0.1707999999999998,-0.31,1.39,0.51
OCC1CCC(n2cnc3cncnc32)O1,-0.47,-0.74,0.4962,-1.29,0.33,-0.41
O=[N+]([O-])c1cnc(C=Cc2ccccc2)n1CCO,2.25,1.98,1.954,1.98,1.75,1.8
CCN1C(=O)C(=O)c2c(cccc2[N+](=O)[O-])C1=O,0.82,0.55,0.7798,-0.54,0.83,0.99
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.98,0.71,0.3638000000000034,0.99,0.71,0.83
CC1(C)SC2C(NC(=O)c3c(-c4c(F)cccc4Cl)noc3CO)C(=O)N2C1C(=O)O,2.23,1.95,1.8717,2.26,2.09,2.2
CCOc1ccc(C2(C(=O)OC)CC2(Cl)Cl)cc1,4.1,3.81,3.073700000000001,3.49,2.79,2.8
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(C(N)=O)C(C)C,0.51,0.22,-0.0262999999999963,0.5,0.5,0.44
Nc1ncnc2c1ncn2C1OC(CO)CC1O,-0.61,-0.91,-0.9508000000000004,-2.48,-0.5,-1.45
Nc1ncc(Cc2cccc(Cl)c2Cl)c(N)n1,2.81,2.51,2.5386,2.51,2.91,2.92
CCC(C)C(NC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(N)=O,-0.04,-0.34,-0.4870999999999956,0.16,-0.16,0.01
CC(=O)NC(CC(C)C)C(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(N)=O,0.53,0.22,-0.0262999999999945,0.5,0.5,0.37
C#CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.0,1.69,2.0837000000000003,1.21,2.6,2.91
COc1ccc(OC)c(Cc2cnc(N)nc2N)c1,1.7,1.38,1.249,1.38,1.35,1.56
CC(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(N)=O,-0.26,-0.58,-0.3636999999999963,-0.48,0.03,-0.38
CC(=O)NC(CCCN)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.54,0.22,-0.0262999999999963,0.5,0.5,0.37
OCC1CC(F)C(n2cnc3c(I)ncnc32)O1,0.63,0.3,1.0488,-0.25,1.31,0.81
CCN1C(=O)C(=O)c2c(OC)cc(OC)cc2C1=O,1.23,0.9,0.8888,-0.19,0.39,1.06
CCN(CC)C(=O)c1cccc2c1C(=O)C(=O)N(CC)C2=O,0.78,0.45,1.3536,0.05,1.22,1.21
COCc1ccc(O)c2ncccc12,1.78,1.44,2.0868,1.28,1.21,1.55
CC1=C(N2CC2)C(=O)C(Br)=C(N2CC2)C1=O,1.36,1.01,0.6499,-1.09,0.25,0.49
COC(=O)c1ccc(OCC(OC(=O)n2ccnc2)C(C)(C)C)cc1,3.59,3.24,3.148100000000002,3.24,3.12,3.33
c1ccc(Cn2ncnn2)cc1,1.03,0.67,0.7213999999999998,0.67,2.08,1.47
CN1C(=O)C(=O)c2ccccc2C1=O,0.6,0.24,0.4815,-0.85,0.57,0.75
CC(=O)NC(CCCN)C(=O)NC(CC(C)C)C(N)=O,-0.71,-1.07,-0.7537999999999963,-0.97,-0.24,-0.83
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O,-0.37,-0.73,-1.326600000000001,-2.31,-1.09,-1.16
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(C)(C)C,3.2,2.84,3.249000000000001,2.09,2.89,2.65
CCCN1C(=O)C(=O)c2ccccc2C1=O,1.6,1.23,1.2617,0.14,1.15,1.62
CS(=O)(=O)N(c1ccccc1[N+](=O)[O-])S(C)(=O)=O,0.81,0.44,0.3204000000000001,1.12,0.99,0.93
CC(C)CCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.74,3.37,3.4966000000000026,2.62,3.09,3.3
COCC(O)Cn1c(C)cnc1[N+](=O)[O-],0.03,-0.35,0.1070200000000003,-0.35,0.27,-0.14
CC1=C(C(=O)O)N2C(=O)C(NC(=O)C(OC(=O)C(C)C)c3ccccc3)C2SC1,2.05,1.67,1.6853999999999998,1.02,1.91,2.21
CCN1C(=O)C(=O)c2ccccc2C1=O,1.13,0.74,0.8716000000000002,-0.35,0.87,1.1
CC(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,0.12,-0.27,-0.1670999999999959,-0.4,0.52,-0.05
COCCN1CCc2cccc(Cl)c2CC1,3.0,2.6,2.3870000000000005,2.6,3.04,2.83
O=C1C(=O)N(c2ccccc2)C(=O)c2ccccc21,1.14,0.74,2.0563,-0.05,1.71,2.32
COc1cccc(C(=O)NP(=O)(N2CC2)N2CC2)c1,0.86,0.46,1.1643,0.46,1.84,-0.25
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(N)=O,1.41,1.01,1.8196,0.26,2.04,1.51
CCN1C(=O)C(=O)c2ccc(Cl)cc2C1=O,1.79,1.38,1.525,0.29,1.41,1.76
CC(O)CNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,-0.47,-0.88,-0.6814000000000007,-0.88,1.04,-0.19
CC(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(N)=O,0.14,-0.27,-0.1670999999999977,-0.4,0.52,-0.05
Nc1ncnc2c1nc(F)n2C1CCC(CO)O1,-0.03,-0.45,0.2174999999999996,-1.15,0.25,-0.03
OCC1CC(F)C(n2cnc3c(Br)ncnc32)O1,0.44,0.02,1.2067,-0.53,1.17,0.68
CC(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(N)=O,0.39,-0.03,-0.2904999999999963,0.24,0.28,0.26
CC(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(N)=O,1.14,0.71,0.3638000000000051,0.99,0.71,0.83
CC(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(C)C)C(N)=O,0.4,-0.03,-0.2904999999999966,0.24,0.28,0.26
Oc1ccc(I)c2cccnc12,3.27,2.83,2.545000000000001,2.67,2.32,2.33
Oc1ccc(F)c2cccnc12,2.3,1.86,2.0794999999999995,1.7,1.87,1.95
CC(C)CN1C(=O)C(=O)c2ccccc2C1=O,2.08,1.64,1.5077,0.55,1.42,1.94
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCc1ccc([N+](=O)[O-])cc1,3.44,3.0,3.558900000000002,2.26,3.25,3.2
CC1(c2ccccc2)OC(=O)NC1=O,1.85,1.4,1.1682,2.41,1.48,1.52
CN(C)N=Nc1ccc([N+](=O)[O-])cc1,3.25,2.8,2.1551,2.57,1.92,2.11
CC(C)N1C(=O)C(=O)c2ccccc2C1=O,1.6,1.15,1.2601,0.06,1.15,1.47
COCCNC(=O)C(F)(F)Cn1cnc([N+](=O)[O-])n1,-0.15,-0.6,-0.4158000000000008,-0.6,1.04,-0.15
CC(=O)c1ccc(O)c2ncccc12,1.8,1.34,2.143,1.18,1.13,1.49
Cc1ccc(C(=O)OCCN(C)C)cc1,2.53,2.07,1.71342,2.07,2.39,2.31
CCCCN1C(=O)C(=O)c2ccccc2C1=O,2.18,1.72,1.6518,0.63,1.42,2.08
N#CN=C1NCCN1Cc1cccnc1,0.77,0.29,0.3238799999999997,0.29,0.69,0.12
COC(C)(C(=O)O)c1ccccc1,1.64,1.16,1.6328,1.04,1.55,1.54
Cn1c([N+](=O)[O-])cnc1C(N)=O,0.29,-0.19,-0.5728,-0.83,-0.61,-0.65
COc1cc(Cc2cnc(N)nc2N)cc(Br)c1OC,2.23,1.75,2.0115,2.27,1.74,2.31
NC(=O)COc1cccc(Cc2cnc(N)nc2N)c1,0.28,-0.21,0.0958999999999998,-0.7,0.65,0.64
CC1CSC2C(NC(=O)C(O)c3ccccc3)C(=O)N2C1C(=O)O,0.47,-0.03,0.2091999999999997,-1.44,1.06,0.7
CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(N)=O,0.16,-0.34,-0.4870999999999971,0.16,-0.16,-0.06
O=C(CCn1ccnc1[N+](=O)[O-])NCCO,-1.08,-1.59,-0.7101,-1.59,-0.16,-0.87
CCCCc1ccc(C(=O)OCCN(C)C)cc1,4.06,3.55,2.747600000000001,3.55,3.18,3.68
CCC(C)N1C(=O)C(=O)c2ccccc2C1=O,2.15,1.64,1.6502,0.55,1.42,2
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCCCl,2.73,2.22,2.689300000000001,1.48,2.68,2.38
O=C(NCCO)C(F)(F)Cn1cnc([N+](=O)[O-])n1,-0.77,-1.3,-1.069900000000001,-1.3,0.73,-0.56
CCOC(=O)c1ccc(OCC(OC(=S)n2ccnc2)C(C)(C)C)cc1,4.77,4.24,3.7031000000000014,4.16,2.89,4.58
CCN1C(=O)C(=O)c2cc3ccccc3cc2C1=O,2.47,1.91,2.0248,0.82,1.78,2.01
Nc1nc(Cl)c2ncn(C3OC(CO)CC3F)c2n1,0.28,-0.29,0.6798,-1.69,0.95,0.35
O=C(Cc1ccccc1)NCCNCC(O)COCc1ccccc1,1.45,0.88,1.5126000000000006,0.66,1.85,1.62
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NCC#N,1.57,1.0,1.97408,-0.25,1.62,1.66
N#CCc1ccc(O)c2ncccc12,1.81,1.23,2.00648,1.07,1.13,1.66
COc1ncnc2c1ncn2C1OC(CO)CC1F,0.25,-0.33,0.4528,-0.88,0.68,0.22
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1C(=O)CF,4.66,4.06,4.919100000000005,4.12,4.38,4.56
CC(CCC(N)=O)n1nnc2ccccc21,1.15,0.54,1.2577999999999996,0.37,1.3,1.44
CCOc1ccc(C2(C(=O)OC)CC(F)(F)C2(F)F)cc1,4.06,4.85,3.1704000000000017,4.85,3.04,2.69
CC(C)(C)C(COc1ccc(S(C)(=O)=O)cc1)OC(=O)n1ccnc1,2.59,1.98,2.765000000000001,1.98,2.4,3
CCCCCCNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,4.54,3.93,4.030800000000003,3.19,3.29,3.96
CN(C)N=Nc1ccc(S(C)(=O)=O)cc1,1.59,0.97,1.6504,1.33,1.24,1.74
COc1ccc(C(=O)NP(=O)(N2CC2)N2CC2)cc1,1.08,0.46,1.1643,0.46,1.84,-0.25
CN(C)N=Nc1ccc(C(F)(F)F)cc1,4.0,3.37,3.2657000000000016,3.72,3.05,3.16
COC(O)Cn1c([N+](=O)[O-])nc(Br)c1Br,1.02,0.39,1.2811,0.39,1.53,1.44
CCOc1ncnc2c1ncn2C1OC(CO)CC1F,0.8,0.16,0.8428999999999998,-0.39,0.95,0.57
CCC(C)C(NC(=O)C(CC(=O)O)NC(C)=O)C(=O)NC(Cc1ccccc1)C(N)=O,0.61,-0.03,-0.2904999999999963,0.24,0.28,0.33
COC(=O)C1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,1.78,1.14,1.9339,0.28,2.02,1.47
COC(=O)c1ccccc1CS(=O)(=O)Nc1nc(OC)cc(OC)n1,2.4,1.75,1.2222999999999995,1.75,1.83,2.48
COC(O)Cn1c(Br)cnc1[N+](=O)[O-],0.16,-0.5,0.5186,-0.5,0.78,0.46
CCN1C(=O)C(=O)c2ccc(OC)cc2C1=O,1.49,0.82,0.8802000000000001,-0.27,0.63,1.08
CN1C=CCC1c1cccnc1,1.47,0.78,1.9719,1.3,1.18,0.86
c1ccc(Cn2cnnn2)cc1,1.36,0.67,0.7213999999999998,0.67,2.08,1.07
C#CCOc1c(Cl)cc(NC=NOCc2ccccc2)cc1Cl,4.2,4.66,4.577400000000003,5.41,4.63,5.06
CC(=O)Nc1ncnc2c1ncn2C1CC(O)C(CO)O1,-0.19,-0.91,-0.5746000000000002,-1.39,-0.35,-1.39
OCC1CC(F)C(n2cnc3c(F)ncnc32)O1,0.06,-0.67,0.5833000000000002,-1.22,0.89,0.29
CCN1C(=O)C(=O)c2c(C(N)=O)cccc2C1=O,-0.5,-1.25,-0.0294999999999997,-1.61,0.18,0.1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)NC(CO)c1ccccc1,2.89,2.14,3.1841000000000017,1.39,2.66,2.79
N=c1ccn2c(n1)OC1C(O)C(CCl)OC12,-3.1,-3.86,-0.3793300000000001,-0.57,0.1,-0.06
Nc1ccccc1S(N)(=O)=O,0.22,-0.55,-0.0837999999999999,-0.55,0.29,-0.09
O=C1CC(Sc2nc3ccccc3s2)N1,2.3,1.51,2.2344,1,1.62,2.32
NC(COCc1cccnc1)C(=O)O,-2.44,-3.24,0.0100999999999997,-3.24,-0.74,-0.65
CCOC(CNC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C)OCC,2.65,1.85,2.849600000000001,1.1,2.17,2.35
CC(C)(C)NC(=O)C1CN(S(=O)(=O)c2cccc3cccnc23)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,3.7,2.9,3.2088000000000045,2.74,2,4.08
CCN(CC)N=Nc1ccccc1C(N)=O,2.96,2.13,2.1260000000000003,2.48,1.91,1.91
CC(C)(C)NC(=O)C1CN(C(=O)OCc2ccccc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,4.67,3.78,3.6085000000000047,3.78,2.9,4.24
COCC(O)Cn1ncc([N+](=O)[O-])n1,-0.07,-0.97,-0.8064000000000002,-1.72,-0.35,-0.38
CCCCN(C)N=Nc1ccccc1C(N)=O,3.52,2.62,2.5161,2.97,2.2,2.54
C#CCOc1c(Cl)cc(NC=NOCC=CCl)cc1Cl,3.9,4.15,4.129700000000002,4.91,4.07,4.15
O=C1CC(Sc2ccncc2)N1,0.61,-0.31,1.0196999999999998,-0.36,1.17,0.55
C=CCN(C)N=Nc1ccccc1C(N)=O,2.91,1.99,1.902,2.35,1.83,1.83
c1nnn(C23CC4CC(CC(C4)C2)C3)n1,2.95,2.03,1.5983999999999998,2.72,3.27,2.03
CCOC(=O)c1ccc(N=NN(C)C)cc1,3.66,2.73,2.4236000000000004,3.08,2.32,2.42
CCN1C(=O)C(=O)c2cc(OC)c(OC)cc2C1=O,1.31,0.38,0.8888,-0.19,0.39,1.06
Nc1ccc2c(c1)C(=O)N(O)C2=O,0.16,-0.78,0.2540000000000001,-1.26,0.33,-0.45
