SMILES,Kow,Kowwin,Wildman-Crippen LogP,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-prediction,LogP model (ALogP)-prediction,mols,carboxylic acid,amide,ester,benzene,ketone,halogen,primary amine,secondary amine,tertiary amine,aliphatic hydroxyl,unbranched alkane >4,alkyl halide,nitrile,nitro,sulfide,sulfonamide,ether,aromatic hydroxyl,aromatic nitrogen,aromatic amine,aniline,phenol,bicyclic,rings,saturated rings,aromatic rings,consensus logp,Kowwin error,Wildman-Crippen error,Meylan-Kowwin error,MLogP error,ALogP error,consensus logp error
C=CCNCCC,1.33,1.66,1.172,1.66,1.44,1.27,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976A40>,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4404,0.32999999999999985,0.15800000000000014,0.32999999999999985,0.10999999999999988,0.06000000000000005,0.11039999999999983
COc1cccc(OC)c1C,2.87,2.7,2.01222,2.7,1.9,2.28,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976AB0>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,2.318444,0.16999999999999993,0.85778,0.16999999999999993,0.9700000000000002,0.5900000000000003,0.5515560000000002
CCCCNC(=O)NO,0.32,0.26,0.4748999999999998,0.26,0.57,0.14,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976B20>,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34097999999999995,0.06,0.15489999999999982,0.06,0.24999999999999994,0.18,0.020979999999999943
CN(C)c1ccccn1,1.65,1.62,1.1476,0.98,0.99,1.38,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976B90>,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1.22352,0.029999999999999805,0.5024,0.6699999999999999,0.6599999999999999,0.27,0.42647999999999997
NCCCCNC(=O)c1ccccc1,0.58,1.21,1.1553,1.21,1.7,0.85,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976C00>,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.2250599999999998,0.63,0.5753,0.63,1.12,0.27,0.6450599999999999
CCNC(=O)NO,-0.76,-0.72,-0.3053,-0.72,-0.29,-0.84,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976C70>,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5750599999999999,0.040000000000000036,0.4547,0.040000000000000036,0.47000000000000003,0.07999999999999996,0.1849400000000001
CCCNC(=O)NO,-0.22,-0.23,0.0847999999999999,-0.23,0.16,-0.32,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976CE0>,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10704000000000002,0.010000000000000009,0.3047999999999999,0.010000000000000009,0.38,0.1,0.11295999999999998
CC(=O)Oc1ccccc1C#N,1.33,1.14,1.48358,1.14,1.43,1.48,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976D50>,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1.3347159999999998,0.19000000000000017,0.15357999999999983,0.19000000000000017,0.09999999999999987,0.1499999999999999,0.00471599999999972
CC(C)(C)c1cc(O)ccc1[N+](=O)[O-],3.65,3.82,2.597900000000001,3.24,2.56,2.86,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976DC0>,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,3.0155800000000004,0.16999999999999993,1.052099999999999,0.4099999999999997,1.0899999999999999,0.79,0.6344199999999995
CN(C)O,-1.15,-0.55,-0.0628000000000001,-0.55,-0.24,-0.26,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976E30>,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3325600000000001,0.5999999999999999,1.0871999999999997,0.5999999999999999,0.9099999999999999,0.8899999999999999,0.8174399999999998
Cc1nsnc1C,1.28,1.27,1.15494,1.27,0.09,0.76,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976EA0>,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0.9089880000000001,0.010000000000000009,0.12505999999999995,0.010000000000000009,1.19,0.52,0.3710119999999999
On1nc2ccccc2n1,0.69,0.69,0.6685999999999999,-0.07,1.24,1.03,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976F10>,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,2,0.71172,0.0,0.021400000000000086,0.76,0.55,0.3400000000000001,0.021720000000000073
COC(=O)C=COc1ccccc1,2.68,1.89,1.7521,1.89,1.73,1.67,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976F80>,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1.7864200000000001,0.7900000000000003,0.9279000000000002,0.7900000000000003,0.9500000000000002,1.0100000000000002,0.89358
COc1ccccc1OCC(O)CNC(C)C,1.69,0.99,1.4328999999999998,1.5,1.4,1.62,<rdkit.Chem.rdchem.Mol object at 0x00000184B9976FF0>,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,1.38858,0.7,0.2571000000000001,0.18999999999999995,0.29000000000000004,0.06999999999999984,0.30142
CCOC(=O)c1ccsc1,2.32,2.14,1.9248,2.14,1.4,1.7,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977060>,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1.86096,0.17999999999999972,0.3951999999999998,0.17999999999999972,0.9199999999999999,0.6199999999999999,0.4590399999999999
Cc1ccno1,0.45,0.76,0.98302,1.09,0.09,0.4,<rdkit.Chem.rdchem.Mol object at 0x00000184B99770D0>,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.664604,0.31,0.53302,0.6400000000000001,0.36,0.04999999999999999,0.21460399999999996
COc1cccc(C(=O)NN)c1,0.4,0.46,0.2987000000000001,-0.68,1.06,0.32,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977140>,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.29174,0.06,0.10129999999999995,1.08,0.66,0.08000000000000002,0.10826000000000002
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.23,2.84,3.7227000000000015,1.29,2.29,3.42,<rdkit.Chem.rdchem.Mol object at 0x00000184B99771B0>,0,0,0,2,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,1,2,2.71254,0.3900000000000001,0.49270000000000147,1.94,0.94,0.18999999999999995,0.5174599999999998
C=C1C2CCC(C2)C1(C)C,4.22,4.35,2.9987000000000013,4.69,3.37,2.93,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977220>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,3.6677400000000007,0.1299999999999999,1.2212999999999985,0.47000000000000064,0.8499999999999996,1.2899999999999996,0.5522599999999991
COc1cccc(C(N)=O)c1,0.85,0.82,0.7941,0.82,1.06,0.82,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977290>,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0.8628199999999999,0.030000000000000027,0.05589999999999995,0.030000000000000027,0.21000000000000008,0.030000000000000027,0.012819999999999943
NC(=O)c1cccs1,0.52,0.56,0.8470000000000001,0.56,0.26,0.79,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977300>,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.6034,0.040000000000000036,0.32700000000000007,0.040000000000000036,0.26,0.27,0.08340000000000003
NC(=O)C=Cc1ccc2c(c1)OCO2,1.4,0.88,0.9138,0.88,0.66,1.07,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977370>,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,1,0.8807600000000001,0.5199999999999999,0.48619999999999997,0.5199999999999999,0.7399999999999999,0.32999999999999985,0.5192399999999998
NNC(=O)c1ccccc1Cl,0.14,0.28,0.9434999999999996,-0.11,1.87,1.0,<rdkit.Chem.rdchem.Mol object at 0x00000184B99773E0>,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7966999999999999,0.14,0.8034999999999995,0.25,1.73,0.86,0.6566999999999998
NNC(=O)c1cccc(O)c1,-0.08,-0.11,-0.0043000000000002,-1.24,0.73,0.07,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977450>,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,-0.11086000000000004,0.03,0.0756999999999998,1.16,0.8099999999999999,0.15000000000000002,0.03086000000000004
CNC(=O)Oc1ccc([N+](=O)[O-])cc1,1.47,0.99,1.313,0.99,1.92,1.49,<rdkit.Chem.rdchem.Mol object at 0x00000184B99774C0>,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1.3406,0.48,0.15700000000000003,0.48,0.44999999999999996,0.020000000000000018,0.12939999999999996
CN(C)C(=O)CC1CCCCC1,2.19,2.28,2.045,2.28,1.88,1.95,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977530>,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.0869999999999997,0.08999999999999986,0.14500000000000002,0.08999999999999986,0.31000000000000005,0.24,0.1030000000000002
O=C1NC(=O)C(Cc2ccccc2)O1,1.2,1.44,0.8641000000000001,2.67,1.48,1.63,<rdkit.Chem.rdchem.Mol object at 0x00000184B99775A0>,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1.61682,0.24,0.33589999999999987,1.47,0.28,0.42999999999999994,0.41681999999999997
O=C1NC(=O)C(c2ccccc2)O1,1.09,0.94,0.9941,1.95,1.18,1.31,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977610>,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1.27482,0.15000000000000013,0.0959000000000001,0.8599999999999999,0.08999999999999986,0.21999999999999997,0.18481999999999998
CN1C(=O)OC(c2ccccc2)C1=O,1.06,1.35,1.3363,2.36,1.48,1.52,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977680>,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,1.6092600000000001,0.29000000000000004,0.2763,1.2999999999999998,0.41999999999999993,0.45999999999999996,0.5492600000000001
CC(=O)Nc1cccnc1,0.41,0.47,1.0399999999999998,-0.09,0.07,-0.2,<rdkit.Chem.rdchem.Mol object at 0x00000184B99776F0>,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.25799999999999995,0.06,0.6299999999999999,0.5,0.33999999999999997,0.61,0.15200000000000002
O=C(O)Cc1ccc(OCc2ccccc2)c(Br)c1,3.51,4.11,3.6552000000000016,4.11,3.57,3.78,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977760>,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,3.845040000000001,0.6000000000000005,0.14520000000000177,0.6000000000000005,0.06000000000000005,0.27,0.3350400000000011
OC1CC2CCC1C2O,0.4,0.4,0.1380999999999999,0.74,0.67,0.08,<rdkit.Chem.rdchem.Mol object at 0x00000184B99777D0>,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0.40562,0.0,0.26190000000000013,0.33999999999999997,0.27,0.32,0.005619999999999958
CC(=O)Nc1cc(Cl)ccc1C,1.82,1.73,2.60682,2.29,2.52,2.1,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977840>,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2.249364,0.09000000000000008,0.7868199999999999,0.47,0.7,0.28,0.42936399999999986
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,1.89,1.75,1.2534200000000002,1.75,1.25,1.01,<rdkit.Chem.rdchem.Mol object at 0x00000184B99778B0>,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,1.402684,0.1399999999999999,0.6365799999999997,0.1399999999999999,0.6399999999999999,0.8799999999999999,0.48731599999999986
Cc1nccnc1C,0.54,1.03,1.09344,1.03,-0.03,0.09,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977920>,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0.6426879999999999,0.49,0.5534399999999999,0.49,0.5700000000000001,0.45000000000000007,0.10268799999999989
CCNc1nc(Cl)nc(NC(C)(C)C)n1,3.21,3.27,2.1672,3.27,2.49,2.82,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977990>,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,1,2.80344,0.06000000000000005,1.0428000000000002,0.06000000000000005,0.7199999999999998,0.3900000000000001,0.4065599999999998
NNC(=O)c1ccc(Br)cc1,1.28,1.26,1.0525999999999998,0.13,2.03,1.09,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977A00>,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1.11252,0.020000000000000018,0.22740000000000027,1.15,0.7499999999999998,0.18999999999999995,0.16748000000000007
CC(C)(C)c1ccccn1,2.4,2.71,2.3791,2.71,1.85,2.51,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977A70>,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2.43182,0.31000000000000005,0.020899999999999697,0.31000000000000005,0.5499999999999998,0.10999999999999988,0.03182000000000018
C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)C(O)C12,0.615,0.19,1.2463,1.3,1.71,1.3,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977AE0>,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,0,1.14926,0.425,0.6313,0.685,1.095,0.685,0.53426
C=C1C(=O)OC2CC(C)C3C=CC(=O)C3(C)CC12,1.17,1.73,2.2755,2.84,2.52,2.4,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977B50>,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,0,2.3531,0.56,1.1055000000000001,1.67,1.35,1.23,1.1831
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CC=C(C)CC21,7.41,7.6,5.7358000000000064,7.94,4.23,6.08,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977BC0>,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,3,3,0,1,6.317160000000001,0.1899999999999995,1.6741999999999937,0.5300000000000002,3.1799999999999997,1.33,1.092839999999999
O=c1ccn(C2C=CC(CO)O2)c(=O)[nH]1,-1.07,-1.34,-1.0174999999999998,-1.89,-0.29,-0.96,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977C30>,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,1,-1.0995,0.27,0.05250000000000021,0.8199999999999998,0.78,0.1100000000000001,0.02949999999999986
O=C1CCC(c2cccnc2)N1,-0.3,0.13,1.0327,0.29,0.45,0.09,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977CA0>,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0.39854,0.43,1.3327,0.59,0.75,0.39,0.6985399999999999
Cc1cn(C2C=CC(CO)O2)c(=O)[nH]c1=S,0.09,-0.06,0.66021,-1.61,0.37,0.38,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977D10>,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,2,0,1,-0.05195800000000004,0.15,0.57021,1.7000000000000002,0.28,0.29000000000000004,0.14195800000000003
O=c1ccn(C2CCC(CO)O2)c(=O)[nH]1,-1.0,-1.12,-0.7934999999999992,-1.67,-0.2,-1.05,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977D80>,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,1,0,0,0,2,1,1,-0.9666999999999998,0.1200000000000001,0.2065000000000008,0.6699999999999999,0.8,0.050000000000000044,0.03330000000000022
NCCCCc1cccnc1,0.88,1.35,1.3630000000000002,1.35,0.97,1.02,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977DF0>,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1.2106000000000001,0.4700000000000001,0.4830000000000002,0.4700000000000001,0.08999999999999997,0.14,0.3306000000000001
CCCC(C)O,1.19,1.26,1.1673,1.26,1.21,1.35,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977E60>,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2494599999999998,0.07000000000000006,0.022699999999999942,0.07000000000000006,0.020000000000000018,0.16000000000000014,0.059459999999999846
COc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,-0.73,-0.42,-1.1261000000000003,-0.42,-0.9,-0.36,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977ED0>,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,-0.64522,0.31,0.39610000000000034,0.31,0.17000000000000004,0.37,0.08477999999999997
OCC1OC(Oc2ccc3ccccc3c2)C(O)C(O)C1O,0.76,0.68,0.0184999999999992,0.68,0.18,0.57,<rdkit.Chem.rdchem.Mol object at 0x00000184B9977F40>,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,1,3,1,2,0.42569999999999986,0.07999999999999996,0.7415000000000008,0.07999999999999996,0.5800000000000001,0.19000000000000006,0.33430000000000015
CC(=O)C=Cc1ccccc1O,2.19,1.56,1.9944,1.27,1.76,1.62,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978040>,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1.64088,0.6299999999999999,0.1956,0.9199999999999999,0.42999999999999994,0.5699999999999998,0.54912
COc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1,4.94,4.17,4.640400000000002,4.0,3.34,4.21,<rdkit.Chem.rdchem.Mol object at 0x00000184B99780B0>,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,2,0,1,3,0,3,4.072080000000001,0.7700000000000005,0.2995999999999981,0.9400000000000004,1.6000000000000005,0.7300000000000004,0.8679199999999998
CCCCC(O)C(=O)O,0.81,0.82,0.6221,0.82,0.54,1.13,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978120>,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7864199999999999,0.009999999999999898,0.18790000000000007,0.009999999999999898,0.27,0.31999999999999984,0.023580000000000156
CCCCC1OC(=O)c2ccccc21,2.8,2.61,3.088300000000002,3.66,2.96,3.25,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978190>,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,3.1136600000000003,0.18999999999999995,0.2883000000000022,0.8600000000000003,0.16000000000000014,0.4500000000000002,0.3136600000000005
CN(C)c1ccc(C(N)=O)cc1,1.14,0.92,0.8514999999999999,0.92,1.38,0.99,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978200>,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.0123000000000002,0.21999999999999986,0.2885,0.21999999999999986,0.24,0.1499999999999999,0.1276999999999997
c1ccc(Cn2cncn2)cc1,0.92,1.49,1.3263999999999998,1.49,2.39,1.38,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978270>,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,1.6152799999999998,0.57,0.40639999999999976,0.57,1.4700000000000002,0.45999999999999985,0.6952799999999998
Cn1ncc2ccccc2c1=O,0.61,1.23,0.9335,0.87,1.57,0.92,<rdkit.Chem.rdchem.Mol object at 0x00000184B99782E0>,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,2,1.1047,0.62,0.3235,0.26,0.9600000000000001,0.31000000000000005,0.49470000000000003
COc1ccccc1OC1OC(CO)C(O)C(O)C1O,-1.04,-0.93,-1.1261000000000003,-0.42,-0.9,-0.36,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978350>,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,1,-0.74722,0.10999999999999999,0.08610000000000029,0.6200000000000001,0.14,0.68,0.29278000000000004
Cc1cccc(OC2OC(CO)C(O)C(O)C2O)c1,-0.2,0.05,-0.8262799999999999,0.05,-0.41,0.14,<rdkit.Chem.rdchem.Mol object at 0x00000184B99783C0>,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,1,-0.19925599999999993,0.25,0.62628,0.25,0.20999999999999996,0.34,0.0007440000000000779
COc1ccncn1,0.54,0.48,0.4851999999999998,0.48,0.24,0.57,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978430>,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1,0.45104,0.06000000000000005,0.05480000000000024,0.06000000000000005,0.30000000000000004,0.029999999999999916,0.08896000000000004
NCCCNC(=O)c1ccccc1,0.3,0.72,0.7651999999999992,0.72,1.41,0.27,<rdkit.Chem.rdchem.Mol object at 0x00000184B99784A0>,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.7770399999999997,0.42,0.4651999999999992,0.42,1.1099999999999999,0.02999999999999997,0.47703999999999974
O=[N+]([O-])CCc1ccccc1,2.08,2.16,1.5057999999999998,1.94,2.22,2.2,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978510>,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2.00516,0.08000000000000007,0.5742000000000003,0.14000000000000012,0.14000000000000012,0.1200000000000001,0.07484000000000002
S=c1ssc2c1CCCCC2,3.27,3.9,3.807990000000002,4.77,2.65,3.93,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978580>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3.811598000000001,0.6299999999999999,0.537990000000002,1.4999999999999996,0.6200000000000001,0.6600000000000001,0.5415980000000009
CCc1ssc(=S)c1C,2.95,3.03,3.4099100000000018,3.9,1.96,3.39,<rdkit.Chem.rdchem.Mol object at 0x00000184B99785F0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3.137982,0.07999999999999963,0.4599100000000016,0.9499999999999997,0.9900000000000002,0.43999999999999995,0.18798199999999987
O=C1NC(=O)C2(CCC2)C(=O)N1,-0.27,0.0,-0.4773,0.19,-0.08,-0.08,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978660>,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,-0.08946000000000001,0.27,0.20729999999999998,0.46,0.19,0.19,0.18054
CNC(=O)ON=CC(C)(C)[N+](=O)[O-],0.36,0.4,0.3835,-2.09,0.93,0.53,<rdkit.Chem.rdchem.Mol object at 0x00000184B99786D0>,0,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03070000000000006,0.040000000000000036,0.02350000000000002,2.4499999999999997,0.5700000000000001,0.17000000000000004,0.3292999999999999
COc1cc(Cl)c(Cl)cc1Cl,3.85,4.01,3.655400000000001,4.01,3.62,3.81,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978740>,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3.82108,0.1599999999999997,0.194599999999999,0.1599999999999997,0.22999999999999998,0.040000000000000036,0.02892000000000028
CC1(C)CCCC(C)(C)N1N=O,2.49,2.46,2.7109000000000014,2.46,1.96,2.17,<rdkit.Chem.rdchem.Mol object at 0x00000184B99787B0>,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.35218,0.03000000000000025,0.2209000000000012,0.03000000000000025,0.5300000000000002,0.3200000000000003,0.13782000000000005
CNC(=O)Oc1cccc([N+](=O)[O-])c1,1.39,0.99,1.313,0.99,1.92,1.49,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978820>,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1.3406,0.3999999999999999,0.07699999999999996,0.3999999999999999,0.53,0.10000000000000009,0.04939999999999989
Cn1c(=O)[nH]c2nc[nH]c2c1=O,-0.27,-0.94,-1.0501000000000007,-0.33,-0.49,-0.51,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978890>,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,2,0,0,1,2,0,2,-0.66402,0.6699999999999999,0.7801000000000007,0.06,0.21999999999999997,0.24,0.39402000000000004
CC(=O)c1cccc(C#N)c1,1.16,1.22,1.7608800000000002,1.22,1.18,1.45,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978900>,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1.3661759999999998,0.06000000000000005,0.6008800000000003,0.06000000000000005,0.020000000000000018,0.29000000000000004,0.20617599999999991
CC(=O)c1ccccc1NC(=O)C(Cl)Cl,2.65,2.61,2.6314,1.85,1.9,1.88,<rdkit.Chem.rdchem.Mol object at 0x00000184B9978970>,0,1,0,1,1,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2.1742800000000004,0.040000000000000036,0.018599999999999728,0.7999999999999998,0.75,0.77,0.4757199999999995
CSc1ncc2ccccc2n1,2.5,2.26,2.3517,1.66,1.86,2.45,<rdkit.Chem.rdchem.Mol object at 0x00000184B99789E0>,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,1,2,0,2,2.11634,0.2400000000000002,0.14829999999999988,0.8400000000000001,0.6399999999999999,0.04999999999999982,0.3836599999999999
