SMILES,Kow,Kowwin,Wildman-Crippen LogP,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-prediction,LogP model (ALogP)-prediction,mols,carboxylic acid,amide,ester,benzene,ketone,halogen,primary amine,secondary amine,tertiary amine,aliphatic hydroxyl,unbranched alkane >4,alkyl halide,nitrile,nitro,sulfide,sulfonamide,ether,aromatic hydroxyl,aromatic nitrogen,aromatic amine,aniline,phenol,bicyclic,rings,saturated rings,aromatic rings,consensus logp,Kowwin error,Wildman-Crippen error,Meylan-Kowwin error,MLogP error,ALogP error,consensus logp error
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C(C(=O)CO)CCC12,1.94,1.99,2.666700000000001,1.12,2.41,1.95,<rdkit.Chem.rdchem.Mol object at 0x00000184B7911540>,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,2.02734,0.050000000000000044,0.726700000000001,0.8199999999999998,0.4700000000000002,0.010000000000000009,0.0873400000000002
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.61,1.62,1.7815999999999996,1.67,1.62,1.22,<rdkit.Chem.rdchem.Mol object at 0x00000184B79115B0>,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,1.58232,0.010000000000000009,0.17159999999999953,0.05999999999999983,0.010000000000000009,0.3900000000000001,0.02768000000000015
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,1.62,1.4,1.5576,1.45,1.53,1.19,<rdkit.Chem.rdchem.Mol object at 0x00000184B7911620>,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,1.4255200000000001,0.2200000000000002,0.06240000000000001,0.17000000000000015,0.09000000000000008,0.43000000000000016,0.19448
CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2O,2.45,2.81,2.5800000000000005,3.5,2.8,2.85,<rdkit.Chem.rdchem.Mol object at 0x00000184B7911690>,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,5,4,2,1,2.9080000000000004,0.3599999999999999,0.13000000000000034,1.0499999999999998,0.34999999999999964,0.3999999999999999,0.4580000000000002
CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,4.01,3.94,3.609200000000002,4.63,3.63,3.81,<rdkit.Chem.rdchem.Mol object at 0x00000184B7911700>,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,4,2,1,3.9238399999999998,0.06999999999999984,0.4007999999999976,0.6200000000000001,0.3799999999999999,0.19999999999999973,0.08616000000000001
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,6.91,6.79,6.495500000000003,7.31,6.17,6.33,<rdkit.Chem.rdchem.Mol object at 0x00000184B7911770>,0,0,0,2,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,6.6191,0.1200000000000001,0.41449999999999676,0.39999999999999947,0.7400000000000002,0.5800000000000001,0.2908999999999997
O=C(O)c1c(Cl)cccc1Cl,2.23,2.06,2.691600000000001,3.16,2.89,2.76,<rdkit.Chem.rdchem.Mol object at 0x00000184B79117E0>,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2.7123200000000005,0.16999999999999993,0.4616000000000011,0.9300000000000002,0.6600000000000001,0.5299999999999998,0.4823200000000005
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,6.13,6.11,5.737200000000003,6.11,5.41,4.85,<rdkit.Chem.rdchem.Mol object at 0x00000184B7911850>,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,5,5.643440000000001,0.019999999999999574,0.3927999999999967,0.019999999999999574,0.7199999999999998,1.2800000000000002,0.486559999999999
CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,3.16,3.52,3.7878000000000025,4.72,3.16,3.95,<rdkit.Chem.rdchem.Mol object at 0x00000184B79118C0>,0,2,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,1,2,3.8275600000000005,0.3599999999999999,0.6278000000000024,1.5599999999999996,0.0,0.79,0.6675600000000004
O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,0.33,-0.24,0.0877999999999994,-0.32,0.2,0.2,<rdkit.Chem.rdchem.Mol object at 0x00000184B7911930>,0,4,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,-0.01444000000000012,0.5700000000000001,0.2422000000000006,0.65,0.13,0.13,0.34444000000000013
